"objet,""id_objet"",""id_forum"",""Date"",""Heure"",""Titre"",""Texte"",""Auteur"",""Email"",""Statut""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981536"",""28/07/2023"",""14:50"",""Dégâts grand gibier"",""Favorable, en appui accord du 01 mars entre chasseurs et agriculteurs."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981537"",""28/07/2023"",""15:02"",""Avis favorable "",""avis favorable pour le projet de décret relatif à la réduction et à l&#8217";"indemnisation des dégâts de grand gibier "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981539"",""28/07/2023"",""15:06"",""Avis favorable"","" la procédure d'indemnisation des dégâts sera simplifiée et plus claire"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981541"",""28/07/2023"",""15:11"",""indemnisation des dégats de grand gibier"",""avis favarables à lla réduction et à l'indemnisation des dégats dz grand gibier"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981543"",""28/07/2023"",""15:11"",""indemnisation dégâts de gibier"",""Seules les cultures agricoles sont indemnisées contre les dégâts de gibier";" pas les dégâts en forêts!  L'agriculture intensive a engendré avec l'utilisation des pesticides et la destruction des milieux naturels notamment l'arrachage et l'arasement des haies la disparition du petit gibier. Il reste seulement aujourd'hui le gros gibier comme le sanglier, chevreuils et cerfs, qui évidemment envahissent les milieux agricoles à défaut d'autres refuges. Autrement dit on récolte ce qu'on a semé. Il faudrait donc limiter l'indemnisation des cultures agricoles au profit de la forêt et des autres milieux naturels. "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981544"",""28/07/2023"",""15:13"",""Dégâts grand gibier, le 28 juillet 2023 à 14h50"","" en appui accord du 01 mars entre chasseurs et agriculteurs., je donne un avis favorable"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981545"",""28/07/2023"",""15:14"",""Avis favorable "",""Accord entre agriculteurs et chasseurs  Amélioration de la procédure d&#8217";"indemnisation des dégâts "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981546"",""28/07/2023"",""15:14"",""Avis défavorable au projet de décret."",""Compte tenu des excès dans la pratique de l'agrainage 'dissuasif', je suis défavorable au projet mis en consultation. L'agrainage hivernal devrait être interdit. Actuellement, l'indemnisation des dégâts forestiers, y compris de cervidés, devrait être une priorité. "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981548"",""28/07/2023"",""15:16"",""Décret relatif à la réduction des dégâts du grand gibier et à leur indemnisation . "",""Avis favorable pour que la gestion des dégâts soit revue.  Mais les propriétaires terriens qui refusent la chasse sur leurs territoires devraient aussi participer aux indemnisations. Non aux poursuites infondées en cas de seule possession de grenaille plomb, sans utilisation, dans une zone humide. "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981549"",""28/07/2023"",""15:16"",""Avis favorable "",""Je donne un avis favorable à l'accord entre agriculteurs et chasseurs."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981551"",""28/07/2023"",""15:17"",""Avis favorable"",""Je suis entièrement favorable à ces nouvelles dispositions"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981554"",""28/07/2023"",""15:22"",""Favorable"",""Il est grand temps que les opposants à la chasse prennent leur part des dégâts du grand gibier . Les propriétaires agricoles opposant plus particulierement qui interdisent la chasse sur leurs terres"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981556"",""28/07/2023"",""15:27"",""Favorable "",""Favorable à ce texte"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981558"",""28/07/2023"",""15:28"",""Projet 1"",""Je suis favorable au projet de décret relatif à la réduction  et à l'indemnisation des dégâts de grand gibier."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981559"",""28/07/2023"",""15:30"",""Avis Favorable - 28-07-2023"",""Je suis favorable à ces nouvelles dispositions"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981562"",""28/07/2023"",""15:38"",""Projet 1"",""Il me paraît important de mieux cerner les spécificités de chaque ACCA. Certes je comprends la nécessité d'agir pour les communes touchées par les dégâts, mais je comprends moins l'obligation qui est faite aux communes n'ayant pas de dégâts de faire des ouvertures anticipées et prolongées. Ceci à pour effet de détruire une espèce qui représente l'essentiel de la chasse de ces ACCA.  Le loup ayant déjà décimé les populations de mouflons, commençant à réduire celles de cervidés et de chevreuils il est sûr qu'à terme la population de chasseur va diminuer elle aussi au rythme des prédations du loup et des mesures prises sans discernement.  La boucle est bouclée nous n'aurons même plus à partager l'espace avec ceux qui n'attendent que cela, l'espace leur appartiendra.  Giroud jean Luc "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981563"",""28/07/2023"",""15:39"",""Avis favorable"","" Avec avis favorable pour le projet de décret relatif à la réduction et à l&#8217";"indemnisation des dégâts de grand gibier "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981566"",""28/07/2023"",""15:49"",""Avis favorable le 28 juillet 2023"",""Je suis favorable à ces dispositions Il est grand temps que les opposants à la chasse prennent part à l'indemnisation des dégats du grand gibier"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981567"",""28/07/2023"",""15:49"",""Projet 1et2"",""Favorable au projet pour un meilleur dialogue entre chasseurs et agriculteurs pour une indemnisation plus juste et une gestion du gibier plus cohérente "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981568"",""28/07/2023"",""15:50"",""Avis favorable au Décret relatif à la réduction et à l'indemnisation des dégâts de grand gibier"",""Avis favorable. L'agrainage en ligne est nécessaire à mon avis. Par contre, la pose de clôture devrait être imposée à toutes les sociétés de chasse pour faire baisser les dégâts de gibier. Malheureusement, ce n'est pas le cas."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981569"",""28/07/2023"",""15:51"",""Avis favorable au projet de décret relatif à la réduction des dégâts agricoles"",""Avec un bémol cependant quant à l'emploi de chevrotines, trop dangereux. L'obligation d'utiliser des munitions sans plomb, constitue également une aberration au regard de la sécurité de tous";" Ricochets garantis à tous les coups."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981570"",""28/07/2023"",""15:52"",""indemnisation des dégâts grande gibier"",""Je suis entièrement favorable à l'application de ce texte"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981572"",""28/07/2023"",""15:54"",""Avis favorable  "",""Avis favorable aux projet 1"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981573"",""28/07/2023"",""15:56"",""Avis favorable "",""Avis favorable au projet de réduction des dégâts de grand gibiers."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981574"",""28/07/2023"",""15:59"",""avis favorable"",""entièrement favorable à l&#8217";"application de ce texte"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981577"",""28/07/2023"",""16:03"",""Projet de décret "",""Je suis favorable à ce décret. "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981582"",""28/07/2023"",""16:11"",""Projet1"",""Avis favorable pour l indemnisation et la réduction des dégâts grand gibier "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981583"",""28/07/2023"",""16:13"",""avis favorable"","" ces deux textes sont la traduction de l'accord signé le 1er mars au Salon de l'Agriculture entre les agriculteurs et les chasseurs  - la mise en place de cette nouvelle 'boîte à outils' limitera les dégâts de sangliers en fonction des circonstances et des besoins locaux  - la procédure d'indemnisation des dégâts sera simplifiée et plus claire  - le dialogue et le suivi des des dégâts seront améliorés avec au moins deux réunions par an au niveau départemental"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981584"",""28/07/2023"",""16:14"",""½2"",""Avis favorable à ce projet de décret "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981585"",""28/07/2023"",""16:15"",""avis favorable a ce projet"",""Je suis favorable à ces dispositions Il est grand temps que les opposants à la chasse prennent part à l&#8217";"indemnisation des dégâts du grand gibier"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981586"",""28/07/2023"",""16:16"",""Avis favorable au projet numéro 1 déposé le 28/07/23"",""avis favorable à la limitation des indemnisation des dégâts de grands  gibiers"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981587"",""28/07/2023"",""16:18"",""Favorable"",""Cela est en phase avec les avis des chasseurs et agriculteurs "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981590"",""28/07/2023"",""16:19"",""avis favorable"",""évollution du texte dans le bon sens"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981591"",""28/07/2023"",""16:21"",""Favorable"",""Cela est en phase avec les avis des chasseurs et agriculteurs qui sont les premières parties prenantes"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981592"",""28/07/2023"",""16:22"",""Sans titre"",""Avec avis favorable pour le projet de décret relatif à la réduction et à l&#8217";"indemnisation des dégâts de grand gibier"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981593"",""28/07/2023"",""16:24"",""Favorable. MAIS !!!"",""Pas de chevrotines !!! Trop dangereux pour l&#8217";"homme et trop de souffrances pour un gibier mal tiré.      Nicolas"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981595"",""28/07/2023"",""16:26"",""Avis favorable"",""Avis favorable à ce projet de décret."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981599"",""28/07/2023"",""16:35"",""avis favorable "",""avis favorable avec le décret j approuve l entente entre chasseur et agriculteur.  petite réticences sur  le retour de la chevrotine munition dangeureuse"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981600"",""28/07/2023"",""16:38"",""Avis défavorable "",""Contre les autorisations de mode de tir,de dates qui sont néfastes à l'image du monde de la chasse . contre les indemnisations à tout va, entièrement supportées par les chasseurs et ce, même pour les parcelles non autorisées à la chasse.non également à l'agrainage dont le résultat est de fixer les populations de sangliers "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981603"",""28/07/2023"",""16:43"",""Chasse "",""La mise en place de cette nouvelle 'boîte à outils' limitera les dégâts de sangliers en fonction des circonstances et des besoins locaux"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981606"",""28/07/2023"",""16:54"",""décrets dégats de gibiers"",""OK "; pour l'entente chasseurs agriculteurs ; mais contre l'emploi de chevrotines trop dangereux et celà occasionne des blessures aux animaux ;" quand aux indemnisations faut voir les propositions les plus adequat et données par nos fédérations"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981607"",""28/07/2023"",""16:56"",""Avis favorable texte"",""Avec avis favorable pour le projet de décret relatif à la réduction et à l&#8217";"indemnisation des dégâts de grand gibier."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981608"",""28/07/2023"",""16:57"",""Avis favorable texte"",""Avec avis très favorable pour le projet de décret relatif à la réduction et à l&#8217";"indemnisation des dégâts de grand gibier."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981609"",""28/07/2023"",""16:58"",""Participation à la consultation "",""Je suis entièrement d'accord avec le projet de décret "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981610"",""28/07/2023"",""16:58"",""Avis favorable au n° 1 , sauf au retour de la chevrotine."",""Beaucoup d'attente à l' accord agriculteur / chasseur de Mars dernier avec effet positif dans les années à venir ."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981611"",""28/07/2023"",""16:58"",""AVIS DEFAVORABLE"",""Contre l'emploi de la chevrotine procédé barbare blessant le sanglier laissant la bête agoniser dans la nature Je cite ' possibilité, par exception, de tirer du sanglier à poste fixe autour de points d&#8217";"appâtage '     c'est l'ouverture à tous les abus"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981612"",""28/07/2023"",""17:00"",""Participation à la consultation "",""Entièrement d'accord avec la proposition de décret "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981614"",""28/07/2023"",""17:03"",""avis favorable avec une restriction"",""Bonjour, ce texte semble cohérent et s'il peut obliger les opposants à la chasse à participer à l'indemnisation des dégâts de grands gibiers au culture, cela serait parfait car nos détracteurs ne se sentent pas concernés par ce problème. Concernant l'utilisation de la chevrotine, cela me semble allez à l'encontre du projet visant, dans un délai très court, à interdire l'utilisation du plomb dans les munitions de chasse quelles quelles soit. Il est prouvé que la létalité de ces munitions est plus qu'aléatoire et le nombre de gibier perdus ne ferait qu'augmenter. "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981615"",""28/07/2023"",""17:05"",""Projet de décret relatif à la réduction et à l&#8217";"indemnisation des dégâts de grand gibier"",""Avis favorable surtout à l'entente agriculteurs / chasseurs."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981617"",""28/07/2023"",""17:12"",""Avis favorable "",""Comme l'ensemble du territoire n'est pas chassable il serait logique de partager la facture des degats"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981618"",""28/07/2023"",""17:15"",""Projet 1"",""Complètement d'accord avec le decret"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981620"",""28/07/2023"",""17:19"",""Avis favorable "",""Avis favorable pour le tir à la chevrotine avec bien entendu une formation pour les zones periurbaine  "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981621"",""28/07/2023"",""17:20"",""Participation à la consultation , le 28 juillet 2023 à 16h58 Je suis entièrement d&#8217";"accord avec le projet de décret"",""Participation à la consultation , le 28 juillet 2023 à 16h58 Je suis entièrement d&#8217";"accord avec le projet de décret"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981622"",""28/07/2023"",""17:21"",""Avis Favorable "",""Avis Favorable. Il faut aider nos agriculteurs face aux dégâts provoqué par les sangliers. Entre ceux ci, les corbeaux, corneilles, renards...   Par contre, le retour de la chevrotine plutôt contre... Un raccourci de compréhension pourrait être fait avec les anti chasse... "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981624"",""28/07/2023"",""17:27"",""Je donne un Avis favorable"",""ce texte est la traduction de l'accord signé le 1er mars au Salon de l'Agriculture entre les agriculteurs et les chasseurs"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981626"",""28/07/2023"",""17:28"",""Tout à fait favorable "",""Complètement d'accord avec le projet, indispensable entente chasseurs/agriculteurs. "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981628"",""28/07/2023"",""17:32"",""avis favorable sauf pour l'utilisation de la chevrotine"",""avis favorable au projet avec un bémol sur l'utilisation de la chevrotine, dont l'utilisation ne tend pas, selon moi, à l'amélioration des critères de sécurité."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981629"",""28/07/2023"",""17:34"",""Avis Favorable , le 28 juillet 2023 à 17h21"",""Avis Favorable , le 28 juillet 2023 à 17h28. Il faut absolument faire participer les associations anti-chasse au paiement de la facture des dégâts. Avis Favorable , le 28 juillet 2023 à 17h28 pour la chevrotine. Le Sud-Ouest expérimente ça avec succès depuis des années. Avis Défavorable , le 28 juillet 2023 à 17h28 pour le tir sur les site d'agrainage. Trop d'abus en perspective."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981632"",""28/07/2023"",""17:42"",""Avis favorable "",""Avis favorable au texte de l'arrêter "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981633"",""28/07/2023"",""17:43"",""Sans titre"",""Avis favorable au texte "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981636"",""28/07/2023"",""17:45"",""Favorable a lensemble"",""Avis favorable a l'ensemble du texte "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981639"",""28/07/2023"",""17:53"",""Favorable à l&#8217";"ensemble du texte"",""Conforme à l'accord signé le 1er mars au Salon de l'Agriculture entre les agriculteurs et les chasseurs"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981640"",""28/07/2023"",""17:54"",""CONSULTATION PUBLIQUE le 28 juilletà 17h45"",""Avis favorable au projet avec une reserve sur l'emplois de la chevrotine Il me semblerait normal que les antichasse participent au paiement des dégats causés par le grands gibier"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981641"",""28/07/2023"",""17:56"",""Favorable à l&#8217";"ensemble du texte"",""Parfaitement conforme à l'accord signé le 1er mars au Salon de l'Agriculture entre les agriculteurs et les chasseurs"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981643"",""28/07/2023"",""17:57"",""Favorable au texte"",""Texte conforme à l'accord signé le 1er mars au Salon de l'Agriculture entre les agriculteurs et les chasseurs"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981647"",""28/07/2023"",""18:01"",""Dégât grand gibier"",""Tout le monde doit parc,opération à la prise en charge l état etc"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981655"",""28/07/2023"",""18:13"",""FAVORABLE"",""Ce texte est la traduction de l accord signé le 1 mars  au salon de l agriculture entre agriculteurs et chasseurs donc R.A.S"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981656"",""28/07/2023"",""18:17"",""avis favorable"",""avis favorable a l arrété.Pour la chevrotine oui dans certaine zone urbaine en battue administrative.Faire participer les propriétaire interdisant la régulation du grand gibier sur leur terres et toutes ces associations d anti tout."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981658"",""28/07/2023"",""18:19"",""favorable"",""favorable à l'integralité du texte"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981659"",""28/07/2023"",""18:20"",""décret réduction indemnité grand gibier"",""Tout à fait favorable, faisons ce que l'on dit..."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981663"",""28/07/2023"",""18:25"",""projet de décret relatif à la réduction et à l'indemnisation des dégâts de grand gibier:"",""Avis favorable. La mise en place de cette nouvelle 'boîte à outils' limitera les dégâts de sangliers en fonction des circonstances et des besoins locaux "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981665"",""28/07/2023"",""18:27"",""Réduction des dégâts et de leurs prejudices"",""Tout à fait d&#8217";"accord "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981666"",""28/07/2023"",""18:28"",""Projet1"",""Tout a fait d'accord avec le proojet"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981668"",""28/07/2023"",""18:29"",""Forte inquiétude "",""Le centrage de la réflexion sur la protection (légitime) des grandes cultures laisse craindre que les sangliers soient repoussés en zones forestières, sans qu&#8217";"il y ait de réelle baisse du cheptel total. Or les forêts (du Grand Est,que je connais bien) sont confrontées à de grosses difficultés de régénération, justement à cause de la pression du grand gibier. Au moment où le Président de la République annonce un grand plan forêt,  il serait regrettable de le compromettre par une pression accrue du gibier sur les jeunes plans."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981674"",""28/07/2023"",""18:36"",""Favorable"",""autant pour les modalités de chasse que pour le volet indemnisation"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
